Station,Time,Longitude,Latitude,Speed,UU,VV,Bearing,Pressure,Mh,Mhopp
BM-058,2014-07-15 22:20,121.19597, 13.96020, 56.61,-49.05, 43.71,131.71,99516.42,  1.00073,  1.00000
BM-059,2014-07-15 22:45,121.19703, 13.96281, 57.87,-39.00, 63.05,148.26,98834.35,  1.00884,  1.00000
BM-060,2014-07-15 22:45,121.19808, 13.96549, 66.17,-39.00, 63.05,148.26,98834.35,  1.00000,  1.00000
BM-061,2014-07-15 22:45,121.19907, 13.96805, 65.76,-39.00, 63.05,148.26,98834.35,  1.00000,  1.00000
BM-062,2014-07-15 22:40,121.20001, 13.97035, 60.18,-43.59, 57.84,143.00,99071.73,  1.00000,  1.00000
BM-063,2014-07-15 22:25,121.20235, 13.97263, 50.83,-48.05, 46.32,133.95,99497.04,  1.00000,  1.00000
BM-064,2014-07-15 22:50,121.20515, 13.97524, 59.22,-37.92, 62.66,148.82,98834.34,  1.00000,  1.00000
BM-065,2014-07-15 22:50,121.20668, 13.97777, 59.91,-37.92, 62.66,148.82,98834.34,  1.00000,  1.00000
BM-066,2014-07-15 22:45,121.20858, 13.98104, 61.27,-40.97, 60.76,146.01,98936.33,  1.00000,  1.00000
BM-067,2014-07-15 22:45,121.21026, 13.98369, 61.20,-38.87, 61.31,147.63,99060.08,  1.00000,  1.00842
BM-068,2014-07-15 22:45,121.21043, 13.98676, 61.40,-38.87, 61.31,147.63,99060.08,  1.07194,  1.00000
BM-069,2014-07-15 22:45,121.21056, 13.98969, 61.01,-38.87, 61.31,147.63,99060.08,  1.00000,  1.01281
BM-070,2014-07-15 22:25,121.21060, 13.99251, 65.31,-46.47, 45.78,134.57,99644.64,  1.14857,  1.00057
BM-071,2014-07-15 22:45,121.21068, 13.99526, 68.22,-40.52, 59.15,145.59,99151.12,  1.13765,  1.00000
BM-072,2014-07-15 22:50,121.21081, 13.99847, 59.89,-38.01, 60.83,148.00,99058.62,  1.00000,  1.04422
BM-073,2014-07-15 22:50,121.21092, 14.00164, 59.42,-38.01, 60.83,148.00,99058.62,  1.00000,  1.00000
BM-074,2014-07-15 22:45,121.21103, 14.00467, 56.24,-40.52, 59.15,145.59,99151.12,  1.00000,  1.00000
BM-075,2014-07-15 22:50,121.21112, 14.00771, 54.86,-38.01, 60.83,148.00,99058.62,  1.00000,  1.00000
BM-076,2014-07-15 22:50,121.21122, 14.01067, 54.76,-39.80, 58.70,145.86,99145.81,  1.00000,  1.00000
BM-077,2014-07-15 22:50,121.21131, 14.01428, 54.81,-39.80, 58.70,145.86,99145.81,  1.00000,  1.00000
BM-078,2014-07-15 22:50,121.21138, 14.01759, 55.54,-39.80, 58.70,145.86,99145.81,  1.00000,  1.00000
BM-079,2014-07-15 22:50,121.21143, 14.02070, 54.09,-39.80, 58.70,145.86,99145.81,  1.00000,  1.00000
BM-080,2014-07-15 22:50,121.21149, 14.02370, 55.41,-39.80, 58.70,145.86,99145.81,  1.00000,  1.00000
BM-081,2014-07-15 22:50,121.21159, 14.02670, 54.92,-39.80, 58.70,145.86,99145.81,  1.00000,  1.00000
BM-082,2014-07-15 22:50,121.21166, 14.02972, 55.05,-39.80, 58.70,145.86,99145.81,  1.00000,  1.00000
BM-083,2014-07-15 22:50,121.21178, 14.03290, 55.34,-41.30, 56.58,143.87,99233.26,  1.00000,  1.00000
BM-084,2014-07-15 22:50,121.21186, 14.03476, 56.27,-41.30, 56.58,143.87,99233.26,  1.00000,  1.00000
BM-085,2014-07-15 22:50,121.21189, 14.03713, 57.98,-41.30, 56.58,143.87,99233.26,  1.00000,  1.00000
BM-086,2014-07-15 22:50,121.21192, 14.03964, 57.99,-41.30, 56.58,143.87,99233.26,  1.00000,  1.00000
BM-087,2014-07-15 22:25,121.21203, 14.04313, 36.39,-46.53, 42.14,132.17,99798.84,  1.00000,  1.00000
BM-088,2014-07-15 22:50,121.21211, 14.04656, 53.35,-41.30, 56.58,143.87,99233.26,  1.00000,  1.00000
BM-089,2014-07-15 22:50,121.21217, 14.04992, 52.77,-41.30, 56.58,143.87,99233.26,  1.00000,  1.00000
BM-090,2014-07-15 22:50,121.21229, 14.05332, 54.37,-42.55, 54.49,142.01,99320.01,  1.00000,  1.00000
BM-091,2014-07-15 23:10,121.21243, 14.05689, 55.55,-34.29, 59.76,150.15,99260.17,  1.00000,  1.00000
BM-092,2014-07-15 22:30,121.21249, 14.06032, 52.11,-45.95, 44.49,134.08,99767.03,  1.00000,  1.00000
BM-093,2014-07-15 22:30,121.21261, 14.06374, 53.90,-45.95, 44.49,134.08,99767.03,  1.00000,  1.00000
BM-094,2014-07-15 23:10,121.21267, 14.06689, 56.22,-34.29, 59.76,150.15,99260.17,  1.00000,  1.00000
BM-095,2014-07-15 23:10,121.21277, 14.07099, 59.60,-36.33, 57.99,147.93,99322.87,  1.02587,  1.00575
BM-096,2014-07-15 22:50,121.21284, 14.07388, 64.89,-43.55, 52.45,140.30,99405.25,  1.11471,  1.13647
BM-097,2014-07-15 22:30,121.21293, 14.07663, 74.49,-45.98, 42.52,132.76,99839.25,  1.31000,  1.19249
BM-098,2014-07-15 23:15,121.21296, 14.07832, 78.95,-33.60, 59.31,150.47,99354.56,  1.25125,  1.31875
BM-099,2014-07-15 23:10,121.21308, 14.08231, 62.81,-36.33, 57.99,147.93,99322.87,  1.06299,  1.11287
BM-100,2014-07-15 23:10,121.21310, 14.08525, 56.41,-36.33, 57.99,147.93,99322.87,  1.15976,  1.00000
BM-101,2014-07-15 23:15,121.21268, 14.08796, 55.43,-33.60, 59.31,150.47,99354.56,  1.03938,  1.00000
BM-102,2014-07-15 22:35,121.21224, 14.09079, 51.82,-45.76, 43.91,133.82,99804.34,  1.00000,  1.00000
